"id","name","host_id","host_name","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license"
599960747329127552,"Lovely 1-bedroom condo in the heart of Denver",32262065,"Jennifer",39.73507,-104.99569,"Entire home/apt",NA,2,32,"2024-06-15",1.26,1,5,10,"2022-BFN-0004306"
599965366594204544,"Large Mid Mod Rental with Private Backyard Hot Tub",49452700,"Christopher",39.76136,-104.91142,"Entire home/apt",123,2,111,"2024-06-27",4.13,1,299,51,"2022-BFN-0003324"
600162588211662848,"Bungalow blocks from Wash Park,  Historic Gaylord",9858504,"David",39.692871,-104.958977,"Entire home/apt",209,3,93,"2024-06-14",3.86,1,218,36,"2022-BFN-0003409"
600713196138526080,"Chic home in Highlands I near Downtown I Sleeps 7",72164908,"Atomic",39.76243,-105.01348,"Entire home/apt",411,1,50,"2024-06-24",1.96,43,31,18,"2019-BFN-0002178"
600946272799950464,"Charming Mid-Century Modern Suite on City Park",7683210,"Yena",39.7539443969727,-104.960098266602,"Entire home/apt",NA,3,32,"2024-06-19",1.4,1,0,18,"2022-BFN-0008392"
601306549765337216,"Charming 2-bedroom Berkeley home with patio",3065375,"River",39.77462,-105.049133,"Entire home/apt",110,3,31,"2024-05-30",1.17,1,131,10,"2022-BFN-0003565"
601435525441581184,"Cozy & Spacious Condo with Pool & Gym - CapHill.",94507156,"Shae",39.73368,-104.9797,"Entire home/apt",250,29,1,"2022-07-30",0.04,1,286,0,""
602272825546952192,"Sunny loft in Central Park",100971560,"Ryan",39.752949,-104.897354,"Entire home/apt",139,1,99,"2024-06-18",3.75,1,217,48,"2022-BFN-0001985"
602394965885636096,"4BDR 4BTH Beautiful HomeAway in Colorado",89203637,"Victoria",39.79321,-104.76499,"Entire home/apt",152,30,11,"2024-04-29",0.45,1,253,5,""
603008850354420736,"Downtown House - 3 Private Suites-Backyard-Garage",77268109,"Tyler",39.73864,-105.00045,"Entire home/apt",NA,29,119,"2024-06-27",4.84,1,278,55,"2022-BFN-0003047"
603455139106865280,"Private Guest House | Walkable | Patio!",34955862,"Scott",39.777344,-105.036041,"Entire home/apt",161,2,129,"2024-06-23",4.83,36,196,44,"2022-BFN-0001225"
604247069840947200,"Modern & Stylish 1 Bed Home in the Heart of Den",111301789,"Beth",39.72704,-104.97207,"Entire home/apt",59,29,6,"2024-03-30",0.27,2,131,3,""
604989521863225088,"Historic & Stylish 1 BR near Cheesman Park!",8672659,"Ben",39.7333997,-104.9732829,"Entire home/apt",163,29,7,"2024-05-22",0.29,45,309,3,""
605102230683635584,"Modern Guest Suite with Sauna- Walk to RiNo!",373964599,"Natalie",39.764347,-104.966873,"Entire home/apt",134,1,186,"2024-06-25",7.14,1,239,81,"2022-BFN-0003547"
605200152402438400,"beautiful home Denver 22 basement. 2 bedrooms",454333575,"Roman",39.69695,-104.88002,"Private room",120,1,23,"2023-09-03",0.89,2,356,3,""
605656957456124416,"Sleek Townhome w/ Rooftop Patio & Mountain Views!",121718072,"Evolve",39.67739,-104.99217,"Entire home/apt",173,2,42,"2024-06-17",1.58,85,149,9,"2022-BFN-0001305"
605734668673736448,"Basement 1BR near Botanic Gardens!",8672659,"Ben",39.73485,-104.95912,"Entire home/apt",137,29,6,"2024-05-31",0.3,45,328,4,""
605810124504732928,"Arts District Loft with Free Garage Parking",4898157,"Nikol",39.73312,-104.99014,"Entire home/apt",110,30,1,"2022-11-13",0.05,1,92,0,""
606451844172752512,"Cheerful 2-bedroom home",454570096,"Denys",39.77948,-104.76322,"Entire home/apt",175,3,70,"2024-06-28",2.7,1,239,30,"2021-BFN-0007911"
606582672571957888,"1 bed Apt By Downtown Denver Health Zoo Museum",261084160,"Nandy",39.76246,-104.94858,"Entire home/apt",109,30,3,"2024-05-25",0.23,2,242,2,""
606626338803294976,"Master bedroom 5 min to DT, parking included",306507919,"Hayley",39.75038,-105.01889,"Private room",60,29,3,"2023-12-25",0.15,9,365,2,""
606669090680582144,"Cozy home near airport.",91507811,"Casey",39.7916796469192,-104.770895601805,"Entire home/apt",176,4,1,"2024-06-25",1,1,12,1,"2023-BFN-0032411"
607146661801132160,"Gorgeous Historic Loft in LoDo w/ 77"" OLED screen!",20987474,"Alexandre",39.7605,-104.9989,"Entire home/apt",100,30,3,"2023-12-04",0.13,1,111,2,""
607183533608510336,"Adorable 2 bedroom modern basement",156118539,"Ross",39.79658,-104.81475,"Private room",106,29,73,"2024-06-21",2.82,1,329,27,"2022-BFN-0004445"
607777943698704256,"LOVELY 2BD/2BA CONDO WITH A POOL, MTN VIEW!",374244102,"Marc",39.746281,-104.996849,"Entire home/apt",145,30,0,"",NA,4,90,0,""
607809014381412096,"Spacious Apartment Minutes from Downtown Denver!",204838552,"Joe",39.72458,-105.0385,"Entire home/apt",106,1,92,"2024-06-14",3.54,1,106,31,"2022-BFN-0003649"
607957483326439168,"Cheerful private bedroom",454333575,"Roman",39.69682,-104.882,"Private room",75,1,18,"2023-10-29",0.68,2,363,8,""
608552474782715392,"Modern Denver Townhouse close to Sloans Lake",153449249,"Hideaway Vacation Rentals",39.73725,-105.05074,"Entire home/apt",155,29,3,"2024-02-29",0.26,1,147,3,""
608667391544276096,"Updated 5 BR Historic Mansion with Great Yard",107476857,"Julia",39.67767,-104.9505,"Entire home/apt",1680,2,7,"2024-06-16",0.3,1,129,4,"2022-BFN-0004710"
608712655170827904,"Adorable 1 bedroom with hot tub and sauna.",193926491,"Perla",39.70405,-105.04852,"Entire home/apt",124,1,164,"2024-06-01",6.44,1,172,69,"2022-BFN-0005245"
610187162172713856,"Cozy historic home located in the heart of denver -  private home gym!",34955862,"Scott",39.69279,-104.98086,"Entire home/apt",172,1,52,"2024-06-17",2.02,36,309,16,"2021-BFN-0010391"
610376216212666496,"Gated off-street parking | Walk to train",27848578,"Kayla",39.76639,-104.97145,"Entire home/apt",107,29,6,"2024-04-07",0.27,1,146,3,""
610894152581865600,"Cozy Private 1 Bedroom & Entrance w/ Kitchenette",3627818,"Jessica",39.76049,-104.97739,"Entire home/apt",115,29,79,"2024-06-24",3.11,1,29,31,"2022-BFN-0005012"
611077004753732480,"Spacious & Private Guesthouse",81334595,"Lindsay",39.7671765,-104.9496088,"Entire home/apt",132,29,49,"2024-06-02",2.04,1,44,30,"2022-BFN-0002495"
611761797235922176,"Retro Denver gem in Ruby Hill",191253561,"Ellie And Shane",39.69296,-105.01534,"Entire home/apt",119,29,40,"2024-04-21",1.52,1,336,8,"2022-BFN-0003941"
612137782283421952,"Private 1 Bedroom apartment close to downtown.",1248837,"Paul F",39.75048,-104.97728,"Entire home/apt",131,1,190,"2024-06-26",7.33,1,96,86,"2022-BFN-0004550"
612319792400025344,"Denver Townhouse - in the heart of RiNo",36220288,"Rob",39.76125,-104.980484,"Entire home/apt",NA,29,2,"2023-07-09",0.09,1,18,1,"2022-BFN-0004259"
612401073728212096,"Furnished Monthly 1-br condo- pool/performing arts",86805125,"Brook",39.746281,-104.996849,"Entire home/apt",110,30,1,"2022-07-01",0.04,1,67,0,""
612532960011559680,"Heart of the City*Large Kitchen*BoardGames*BBQ*",56375532,"Kyle And Jess",39.72795,-104.99839,"Entire home/apt",183,2,113,"2024-06-23",4.3,4,97,30,"2021-BFN-0004034"
612887818647581568,"Private 1-bedroom  in Historic Neighborhood",116386847,"Janet",39.74611,-104.93597,"Entire home/apt",152,4,31,"2024-06-09",1.2,1,325,13,"2022-BFN-0003477"
612912160805838976,"REMODELED! Entire Townhouse w/ Private Fenced Yard",215943459,"Bart",39.77382,-105.05204,"Entire home/apt",NA,30,41,"2023-09-04",1.55,1,0,5,"2022-BFN-0002540"
613074925759334912,"Sale! Walk to coffee + parks! Backyard Sauna!",64224878,"Zoey",39.6684,-104.9873,"Entire home/apt",150,30,1,"2023-12-17",0.15,2,271,1,""
613148679577684992,"Stylish 2BR Guesthouse - Berkeley",49417640,"Jennifer",39.77078,-105.05028,"Entire home/apt",180,2,82,"2024-06-27",3.37,1,330,33,"2022-BFN-0005786"
613665410196329472,"Lovely 2 bedroom unit with a hot tub.",456161331,"Mariah",39.76923,-105.04834,"Entire home/apt",100,29,8,"2024-03-01",0.31,1,350,3,""
613754187758839936,"Super Tiny House in SoBo",6740624,"Kevin",39.67462,-104.98908,"Entire home/apt",25,30,9,"2024-05-07",0.36,13,116,6,""
614309274930284672,"Chic New Townhome, Steps to Tennyson, 15 min to DT",306507919,"Hayley",39.7687,-105.05206,"Entire home/apt",321,29,54,"2023-07-02",2.05,9,56,1,"2022-BFN-0003336"
614355844376430208,"Craftsman Bungalow in the heart of South Park Hill",12224731,"Ashley",39.74992,-104.93648,"Entire home/apt",477,2,48,"2024-06-16",1.9,1,103,18,"2022-BFN-0004170"
614490101589061760,"Stadiums, Meow Wolf, Red Rocks, downtown nearby!",456346215,"Heather",39.716,-105.0234,"Entire home/apt",104,2,117,"2024-06-22",4.52,1,214,53,"2022-BFN-0003708"
614503084398862592,"New Listing!  Modern Baker House",251769529,"Mg",39.72297,-104.99349,"Entire home/apt",128,28,3,"2024-06-21",0.18,2,206,1,"2022-BFN-0004638"
614534085577239680,"Broadway Central VIII King bed! Dedicated desk!",392360868,"Lincolnwood",39.7199,-104.98471,"Entire home/apt",NA,30,7,"2024-04-07",0.47,17,11,5,""
616180230189865600,"Beautiful Denver Home w/Jetted tub, pool table etc",402334930,"Venus",39.7864830093072,-104.844570566623,"Entire home/apt",225,29,0,"",NA,1,148,0,""
616505583316142592,"Joyful Boho Bungalow- Best location in Denver",12334804,"Morgan",39.76282,-105.03968,"Entire home/apt",140,2,94,"2024-05-28",4.03,2,178,48,"2022-BFN-0004924"
616637412728146688,"Cheerful 4-Bedroom Home at Green valley Ranch",454735174,"Tsige",39.77548,-104.76008,"Entire home/apt",150,29,3,"2023-12-17",0.15,1,344,2,"2022-BFN-0016707"
617458042317154816,"Park Hill 2 Bedrooms",38875482,"Jeremiah D",39.76319,-104.93657,"Entire home/apt",119,2,108,"2024-06-22",4.11,2,30,46,"2019-BFN-0000169"
617480440631400064,"FREE PETS, No Clng Fee, 2 Miles to Empwr & Rockies",49297477,"Laura",39.72405,-104.99893,"Entire home/apt",99,30,6,"2024-02-06",0.25,4,63,2,"2022-BFN-0008431"
617554194930465408,"Historic home in hip Denver neighborhood",9472490,"Dave",39.71747,-104.99422,"Entire home/apt",110,30,1,"2024-05-30",0.94,1,89,1,""
617642872885406592,"Landing | Stylish 1BD, Rooftop Lounge, Pool",263502162,"Landing",39.67917,-104.95838,"Entire home/apt",108,30,1,"2022-06-12",0.04,3,334,0,""
617712673643349888,"Washington Park 2-Bedroom Condo",59643468,"Katherine",39.70607,-104.96897,"Entire home/apt",159,29,0,"",NA,1,60,0,"2021-BFN-0008625"
618302104245808768,"2-bdrm, 2 bath, kitchenette, patio, great location",457191674,"674",39.70325,-104.9252,"Entire home/apt",130,2,27,"2023-08-06",1.03,1,326,2,"2021-BFN-0007018"
618674490574300544,"Brand new guest house in Lohi Denver",14418201,"Cindy",39.76221,-105.0097,"Entire home/apt",NA,2,89,"2024-06-17",3.44,1,0,34,"2022-BFN-0004706"
618752055548548736,"Pool, Live like a Local, Chic Spacious Dwtn 2-bed",372895972,"Juan Manuel",39.755085,-105.001137,"Entire home/apt",233,2,51,"2024-06-18",1.97,1,2,25,"2021-BFN-0008990"
618819423258283776,"No Clng Fee - Pet Fndly - Close to Everything Dtwn",49297477,"Laura",39.7223,-104.99843,"Entire home/apt",193,4,53,"2024-06-25",2.31,4,82,27,"2022-BFN-0008431"
619421724885212288,"14th Floor Loft at Glass House!",445697747,"Tim",39.75558,-105.00235,"Entire home/apt",203,30,1,"2022-07-05",0.04,21,216,0,""
619538750613915008,"Cozy 1 Bedroom Guest Suite with Parking",42616962,"Tyler",39.711922,-104.991234,"Entire home/apt",67,2,105,"2024-05-27",4.44,1,106,44,"2022-BFN-0004702"
620203426549716224,"Large Centrally Located Townhome (new listing)",197942457,"Daniel",39.748959,-104.981796,"Entire home/apt",482,2,80,"2024-06-02",3.1,1,315,29,"2022-BFN-0003820"
620482639293091456,"Beautiful 2br/2ba Condo in Ideal Downtown Location",49642653,"Rachel",39.7536,-105.00557,"Entire home/apt",372,3,29,"2024-06-24",1.25,1,36,25,"2022-BFN-0003345"
620566442425959552,"Bright in Sunnyside",190490153,"Zachary",39.7697085112446,-105.009724442922,"Entire home/apt",140,29,8,"2024-05-05",0.52,2,323,6,""
621076558878568704,"Luxury Home, Office, Gourmet Kitchen & Yoga Studio",174085251,"Chanie",39.70406,-104.98521,"Entire home/apt",359,4,30,"2024-06-08",1.23,1,296,14,"2022-BFN-0004721"
622335017424013056,"94 Walk Score | Capitol Hill Denver | New King Bed",425822778,"Gina",39.73915,-104.96973,"Entire home/apt",155,29,4,"2023-05-31",0.16,2,170,0,""
622420301213710464,"Modern LoHi home with yard and two parking spots",39776639,"Kevin",39.76664,-105.00524,"Entire home/apt",413,1,18,"2024-06-15",0.72,1,335,3,"2022-BFN-0002578"
622786275030002048,"Cute Tiny Trailer on the Platte(2301)",6740624,"Kevin",39.67366,-104.99508,"Entire home/apt",27,30,9,"2023-10-22",0.36,13,56,3,""
622803816819440768,"Vandrea (Monthly)",6740624,"Kevin",39.67918,-104.99624,"Entire home/apt",25,30,5,"2023-10-23",0.23,13,47,3,""
623270529538427392,"Spacious Primary Suite with Private 3/4 Bath",13124190,"Darryl",39.69189,-104.9082,"Private room",60,30,1,"2022-07-09",0.04,5,183,0,""
623287614756208768,"Chic & Unique Guest Suite near Sloan’s Lake!",457330153,"Aja",39.7364,-105.03945,"Entire home/apt",107,2,106,"2024-06-11",4.13,1,317,56,"2022-BFN-0005179"
623298670657398656,"Post-Worthy City/Mt Rooftop Views,Modern LoHi 3b3b",43001445,"David",39.76014,-105.01303,"Entire home/apt",556,1,36,"2024-06-27",1.53,2,241,19,"2018-BFN-0008425"
623856876713703296,"Affordable Housing on the Platte River",6740624,"Kevin",39.67871,-104.99769,"Entire home/apt",29,30,5,"2023-12-09",0.26,13,97,2,""
623991281290489728,"Broadway Central X! King bed! Dedicated desk!",392360868,"Lincolnwood",39.72002,-104.98689,"Entire home/apt",100,30,5,"2024-05-06",0.25,17,78,4,""
624026422471884160,"Private Suite in Convenient Denver Location",126021322,"Justine",39.78234,-104.98352,"Entire home/apt",151,29,58,"2024-05-14",2.27,1,341,24,"2022-BFN-0004680"
624063424770483712,"City Park getaway with brand new hot-tub",8498564,"Anthony",39.75868,-104.95837,"Entire home/apt",328,1,163,"2024-06-05",6.52,1,73,59,"2022-BFN-0003392"
624122344842809088,"Explore CO - Super central. Private yard w/ grill!",458497880,"Kara",39.72523,-104.99201,"Entire home/apt",368,2,42,"2024-06-16",1.63,1,37,5,"2022-BFN-0000983"
624657255812700288,"Studio in Denver, quiet neighborhood, free parking",98624722,"Austin",39.71688,-104.98551,"Entire home/apt",60,29,7,"2024-05-31",0.31,2,332,2,""
624720894121454464,"Lovely 2 bedroom in Denver, exposed brick",98624722,"Austin",39.71699,-104.98438,"Entire home/apt",95,29,6,"2024-02-29",0.25,2,302,3,""
624848601526659328,"Great Escape from Downtown Nurses Landing",34676831,"Frank",39.715015411377,-104.989311218262,"Entire home/apt",NA,30,3,"2024-05-31",0.27,2,0,3,""
624866318135704576,"Light-filled 2 bedroom downtown apartment w/ pool",39288163,"Morgan",39.75403,-104.99989,"Entire home/apt",304,1,68,"2024-06-18",2.67,1,7,29,"2021-BFN-0004961"
624940628730672640,"The RiNo Hideaway",265634042,"Ben",39.76261,-104.98006,"Entire home/apt",108,2,155,"2024-06-28",8.19,1,87,101,"2022-BFN-0006641"
625441329227604864,"Brand New Guest Suite Minutes from Downtown Denver",14874662,"Nick",39.7435,-105.02734,"Entire home/apt",126,1,238,"2024-06-24",9.3,1,220,121,"2021-BFN-0007915"
625485455992976512,"Large Stylish Condo Near Denver's City Park",18720437,"Jason",39.74107,-104.96712,"Entire home/apt",75,30,2,"2022-08-31",0.08,1,272,0,""
625513503458060416,"KING Beds - Modern 4BR near Stadium w/Rooftop!",149421667,"Steve",39.74838,-105.03087,"Entire home/apt",448,2,29,"2024-06-29",1.17,1,46,8,"2022-BFN-0004890"
625571643003967616,"Smart suite with laundry and private yard",107662009,"Oliver",39.75616,-104.94675,"Private room",87,3,71,"2024-06-20",3.23,2,15,42,"2019-BFN-0011463"
625639406196505728,"Stay At City Park! Modern, Stunning Gem. 5 BR",92356456,"Alex",39.75655,-104.93912,"Entire home/apt",456,2,43,"2024-05-27",1.66,2,166,15,"2020-BFN-0005865"
625935090239148160,"Steps to Tennyson! 2 bedroom Carriage House!",50373032,"Bonny",39.77775,-105.03803,"Entire home/apt",250,1,28,"2024-04-28",1.12,1,145,10,"2022-BFN-0001800"
625955995234059904,"Denver Townhome w/ Rooftop Deck: Walk to Lake",121718072,"Evolve",39.74248,-105.04005,"Entire home/apt",173,29,24,"2024-02-14",1,85,337,12,"2022-BFN-0001178"
625987949618710272,"Modern Studio Apt w/ King Bed + Water Rower",306513049,"Audrey",39.75613,-105.00039,"Entire home/apt",172,1,91,"2024-06-23",3.81,1,22,18,"2020-BFN-0006481"
626892899286178816,"Private Carriage House - VERY WALKABLE!",5054238,"Sarah",39.75832,-104.86997,"Entire home/apt",77,29,10,"2024-03-31",0.42,1,321,1,"2022-BFN-0004600"
627058541742570240,"Historic Denver Hideaway",223244767,"Leah",39.728882,-104.973579,"Entire home/apt",130,1,149,"2024-06-29",5.76,1,302,59,"2021-BFN-0009605"
627393508714009600,"Charming RiNo Arts District Home w/Yard & Grill",201678874,"Rachel",39.76783,-104.96997,"Entire home/apt",218,3,59,"2024-06-23",2.34,1,124,19,"2022-BFN-0005583"
627550317542438272,"Central LoHi Historic Haven | steps from downtown",74124137,"Kelsey",39.763412,-105.010384,"Entire home/apt",170,29,78,"2024-01-08",3.26,1,260,24,"2022-BFN-0005480"
627768819659160832,"Private Room in Historic District Townhome",35543979,"Geoff",39.74221,-104.97472,"Private room",134,2,34,"2024-06-17",1.37,2,337,19,"2022-BFN-0001502"
627783021288328448,"One of a Kind Home -HOT TUB & Fire Pit -4 Mi to DT",176689981,"Stefan And Bethany",39.79324,-105.02304,"Entire home/apt",507,2,126,"2024-06-18",4.99,1,60,50,""
628168122851572736,"2 Bedroom Townhome at Sloans Edge",445697747,"Tim",39.74365,-105.04046,"Entire home/apt",232,30,0,"",NA,21,324,0,""
628205699812896256,"Historic Denver Apt Steps From Fillmore Theatre",70563805,"Hideaway Vacation Rentals",39.74326,-104.97759,"Entire home/apt",222,1,67,"2024-06-27",2.64,21,64,32,"2021-BFN-0008497"
628394164719164032,"Private Entrance Luxury King Top Locale w/ Hot Tub",78499438,"Joel",39.75617,-105.02756,"Private room",235,1,39,"2024-05-10",1.56,5,342,17,"2022-BFN-0004705"
628400069310740352,"Lovely home close to RiNo w/ private yard & sauna",94702985,"Karissa",39.7726697874665,-104.965091946812,"Entire home/apt",311,3,21,"2024-06-17",0.87,1,68,11,"2022-BFN-0005708"
628491611616866944,"Stunning & Spacious 3-bed home - Heart of Lohi",459477784,"Mike And Liza",39.7663,-105.00755,"Entire home/apt",341,3,58,"2024-06-26",2.27,1,46,19,"2022-BFN-0004736"
628971900304003840,"Luxury 2BR w/pool - @ Union Station in LoDo!",6393503,"Ali",39.754902,-105.000969,"Entire home/apt",NA,1,26,"2023-11-26",1.06,1,0,9,"2021-BFN-0007749"
629157538737115648,"Cheerful 2-Bedroom Space 4 Miles from Downtown",83600619,"Tayler",39.716839,-105.022568,"Entire home/apt",120,2,87,"2024-06-28",3.42,1,238,36,"2022-BFN-0004394"
629672618277732864,"Near Ball Arena & Downtown",27553992,"Melissa",39.73967,-105.04458,"Entire home/apt",386,1,36,"2024-06-26",1.44,1,20,23,"2022-BFN-0005398"
629747601823730048,"Convenient artsy guest suite w/parking in garage",52362582,"Nancy",39.74215,-104.90469,"Entire home/apt",66,2,95,"2024-06-23",4.61,1,280,59,"2022-BFN-0010993"
629973711696195328,"Cozy Queen Room in Prime Location w/ Hot Tub",78499438,"Joel",39.7550174741623,-105.027561109067,"Private room",155,1,26,"2024-06-03",1.05,5,16,9,"2022-BFN-0004705"
629987579513999104,"Cozy Corner Room in Prime Location w/ Hot Tub",78499438,"Joel",39.75609,-105.02761,"Private room",162,1,21,"2024-03-17",0.84,5,16,4,"2022-BFN-0004705"
630273044411300736,"Studio Carriage Home with Parking",459882749,"Luis",39.72543,-104.97612,"Entire home/apt",97,29,7,"2023-12-22",0.29,1,306,2,""
630335540355355264,"Entire Modern Home in Five Points",38612124,"Laura",39.75072,-104.97857,"Entire home/apt",248,2,162,"2024-06-21",6.46,1,283,69,"2022-BFN-0005014"
630393857412719232,"All Inclusive Downtown Denver Condo in High Rise",81155589,"Praveer",39.75211,-104.99469,"Entire home/apt",125,29,0,"",NA,1,361,0,""
630870222652667520,"Entire home 2-bed/2-bath w/private fenced yard",10478180,"Rob",39.78445,-104.98208,"Entire home/apt",218,1,81,"2024-06-11",3.21,1,67,43,"2022-BFN-0002486"
631136413629832576,"Bright & Stylish w Balcony 1 Block from City Park!",8672659,"Ben",39.7421951293945,-104.954536437988,"Entire home/apt",153,29,7,"2024-06-12",0.33,45,122,4,""
631144314399528320,"Stay at City Park! Stunning 3 Bedroom Home Near DT",92356456,"Alex",39.75473,-104.93995,"Entire home/apt",NA,2,4,"2022-08-02",0.16,2,0,0,"2020-BFN-0005865"
631216236740273792,"Bright & Quiet w Balcony 1 Block from City Park!",8672659,"Ben",39.7421964,-104.9545373,"Entire home/apt",137,29,7,"2024-04-08",0.29,45,324,3,""
631314058170809600,"BRAND NEW: Garden Apartment with spacious backyard",338234360,"Joseph",39.69569,-104.98753,"Entire home/apt",176,29,32,"2023-09-30",1.29,1,333,5,"2022-BFN-0005282"
631760041622630784,"Luxury home in N. Cherry Creek with Chef's Kitchen",49870567,"Sarah",39.72411,-104.94277,"Entire home/apt",369,3,54,"2024-06-16",2.32,1,108,27,"2022-BFN-0003861"
631983663999418752,"Private and Relaxing Space in North City Park!",174102445,"Amee And Keelan",39.75612,-104.95941,"Entire home/apt",NA,2,54,"2024-05-28",2.25,2,0,14,"2022-BFN-0006983"
632528024433797120,"Walking distance to Denver 1bd gated condo by park",460370536,"Angie",39.734425,-104.956726,"Entire home/apt",74,30,5,"2024-05-31",0.24,1,152,3,""
632588874164229376,"HOT TUB PETS 420 - LoHi Designer Oasis",9691307,"Gretchen & Jim",39.76839,-105.0122,"Entire home/apt",99570,1,70,"2024-06-17",2.73,10,358,28,"2022-BFN-0004613"
632611673098728448,"Boho Mission Revival Townhome in LoHi",121671619,"Jessica",39.76787,-105.01094,"Entire home/apt",148,1,107,"2024-06-09",4.27,1,29,43,"2021-BFN-0002748"
632660623103585408,"1350 sqft loft in Downtown Denver next to 16th St",2065272,"Alex",39.745712,-104.992027,"Entire home/apt",NA,29,137,"2024-06-20",5.37,1,104,70,"2022-BFN-0005100"
632738620963298432,"KING w/EnSuite Bath; Near Park w/Lake (Stu:Mar)",14126753,"Kim And Ben Homes With Hospitality",39.6880061337181,-105.041747777691,"Private room",50,29,3,"2024-04-24",0.15,29,351,2,""
632802812051268608,"KING w/EnSuite Bath; Near Park w/Lake; (Stu:HP)",14126753,"Kim And Ben Homes With Hospitality",39.6878138786284,-105.044218884491,"Private room",49,29,3,"2024-03-31",0.2,29,301,2,""
633403713654910592,"The Coloradan 405 - Walk to Everything",460083844,"Susan",39.754253,-105.000862,"Entire home/apt",181,29,1,"2022-12-28",0.05,24,334,0,""
633534845479534976,"3BR Denver House | Sleeps 13 | AC, Large Yard",123073034,"Javier",39.70813,-105.02992,"Entire home/apt",165,29,2,"2023-05-14",0.09,1,330,0,""
633872103811780864,"Modern denver home-close to city park, denver zoo",34955862,"Scott",39.7606,-104.95787,"Entire home/apt",199,1,34,"2024-01-16",1.43,36,160,9,"2022-BFN-0004543"
633929182781851008,"Luxury downtown apartment with amazing amenities",159259638,"Aaron",39.75623,-105.0008,"Entire home/apt",159,2,71,"2024-06-26",2.91,1,160,40,"2023-BFN-0014009"
634062327825182464,"Modern, sun-drenched, private Denver urban oasis!",62258954,"Lindsay",39.76853,-104.94707,"Entire home/apt",169,2,37,"2024-06-29",1.53,1,59,27,"2022-BFN-0006685"
634070575630671488,"Sunny 3-bedroom home in the heart of Denver/RiNo",58316258,"Matt",39.7603358765611,-104.976299836322,"Entire home/apt",NA,1,42,"2024-05-05",1.98,1,0,22,"2022-BFN-0007335"
634123722064818048,"Spacious historic home in central Denver",119902759,"Andy",39.714916,-104.980026,"Entire home/apt",NA,3,9,"2023-12-29",0.38,1,0,3,"2022-BFN-0006434"
634598283947627648,"1-Bedroom - Live & Work- Potters Highlands- Denver",26435021,"Britney",39.76311,-105.02422,"Entire home/apt",170,2,25,"2024-06-22",1.95,1,200,22,"2022-BFN-0011521"
634701703189123712,"Spacious & Bright 1 Block from City Park!",8672659,"Ben",39.7422282,-104.9545503,"Entire home/apt",153,29,7,"2024-01-15",0.31,45,199,3,""
634729077479158016,"Cool & Bright Garden Unit 1 Block to City Park!",8672659,"Ben",39.742195,-104.954536,"Entire home/apt",147,29,8,"2024-05-03",0.36,45,343,3,""
635387340362100992,"Cozy Denver Abode w/ Patio, Grill & Yard!",121718072,"Evolve",39.68304,-105.01714,"Entire home/apt",204,6,6,"2023-07-17",0.24,85,271,3,"2022-BFN-0002931"
635436247784311296,"Perfect Denver launchpad, private guesthouse",4044876,"Gentry",39.73045,-105.03641,"Entire home/apt",91,1,133,"2024-06-28",5.47,1,24,77,"2022-BFN-0005834"
635458262425631104,"Sportsfans paradise! dog friendly/outdoor kitchen",34955862,"Scott",39.68056,-104.92725,"Entire home/apt",299,1,12,"2024-06-25",0.6,36,157,5,"2022-BFN-0002516"
635551360373139200,"Brand New 1 Bedroom in Sloans Lake",58472319,"Ashi",39.737587,-105.051834,"Entire home/apt",99,29,26,"2024-02-28",1.07,8,56,9,"2022-BFN-0013086"
635553100595751936,"Walk to Shops, Dining, Coffee, Bars in Wash Park W",11161894,"Bryan",39.712589,-104.982445,"Entire home/apt",331,2,48,"2024-06-10",2.03,1,39,21,"2022-BFN-0005937"
635555210339248256,"Denver Luxury House",380569568,"Robert",39.75536,-104.94394,"Entire home/apt",1146,2,53,"2024-04-21",2.1,6,313,16,"2022-BFN-0005331"
636164351456335616,"Comfy Cottage - 16 Min to Downtown",461236109,"Radhe-Syama",39.729092,-104.903824,"Entire home/apt",196,1,75,"2024-06-28",3.31,1,137,43,"2022-BFN-0005885"
636392319453635328,"2 Bed 🛏 City Park Patio 🍖 BBQ Walkable WFH 💻⇡⇣Desk",17817557,"Bobby",39.74842,-104.96531,"Entire home/apt",108,30,10,"2024-06-22",0.41,5,146,4,""
636953703332104064,"2bdrm/2ba 1700 sq ft |Hot Tub |Gnome Sweet Gnome!",461398452,"Damon",39.7627716064453,-104.87378692627,"Entire home/apt",241,1,7,"2024-06-23",0.58,2,63,7,"2023-BFN-0015358"
637892280301877248,"Amazing Location in hip LoHi, walkable, artsy home",163583438,"J Audrey",39.765495,-105.007736,"Entire home/apt",197,29,92,"2024-02-19",3.68,1,76,34,"2022-BFN-0003659"
638236059517112960,"Modern 1BR Townhouse steps to Downtown Denver",112798884,"Tahz",39.74793,-104.98118,"Entire home/apt",235,2,73,"2024-06-26",2.95,1,77,40,"2022-BFN-0005711"
638408115846638592,"Cozy 2 Bed / 1 Bath in Prime Location w/ Hot Tub",78499438,"Joel",39.7549,-105.0257,"Private room",299,1,15,"2024-05-29",0.61,5,16,5,"2022-BFN-0004705"
